,DEPTH,DT,GR,NPHI,PEF,RHOB,WELL
145545,3226.0,76.688,45.8349,0.1326,7.2472,2.5721,15/9-F-1 A
145546,3226.1,77.0133,45.5007,0.1359,7.301,2.5708,15/9-F-1 A
145547,3226.2,77.3406,45.4557,0.1387,7.3566,2.572,15/9-F-1 A
145548,3226.3,77.6681,47.7153,0.1384,7.3826,2.5751,15/9-F-1 A
145549,3226.4,78.0481,48.5696,0.1446,7.3698,2.5778,15/9-F-1 A
145550,3226.5,78.4329,48.3334,0.145,7.3344,2.5783,15/9-F-1 A
145551,3226.6,78.8163,48.8544,0.1476,7.2917,2.5765,15/9-F-1 A
145552,3226.7,78.6491,47.8992,0.1496,7.2396,2.5734,15/9-F-1 A
145553,3226.8,78.4007,50.1714,0.1511,7.1859,2.5696,15/9-F-1 A
145554,3226.9,78.1516,52.0602,0.1527,7.1437,2.566,15/9-F-1 A
145555,3227.0,77.5812,53.0802,0.1541,7.1324,2.5637,15/9-F-1 A
145556,3227.1,76.942,52.69,0.1554,7.1449,2.5636,15/9-F-1 A
145557,3227.2,76.3027,54.0788,0.1568,7.1705,2.5654,15/9-F-1 A
145558,3227.3,75.6566,54.5997,0.1593,7.2008,2.5666,15/9-F-1 A
145559,3227.4,75.0085,54.8741,0.1633,7.2261,2.5645,15/9-F-1 A
145560,3227.5,74.3609,54.9719,0.1681,7.238,2.559,15/9-F-1 A
145561,3227.6,73.9538,53.2492,0.173,7.2403,2.5526,15/9-F-1 A
145562,3227.7,73.6369,51.548,0.1773,7.2435,2.5476,15/9-F-1 A
145563,3227.8,73.3204,47.1353,0.179,7.2676,2.5453,15/9-F-1 A
145564,3227.9,73.2783,43.5188,0.1766,7.3265,2.5463,15/9-F-1 A
145565,3228.0,73.3655,43.003,0.169,7.4091,2.5498,15/9-F-1 A
145566,3228.1,73.4529,41.1362,0.155,7.4655,2.5542,15/9-F-1 A
145567,3228.2,73.6631,38.6459,0.1432,7.4572,2.559,15/9-F-1 A
145568,3228.3,73.9448,36.6247,0.1296,7.388,2.5629,15/9-F-1 A
145569,3228.4,74.2266,36.55,0.1223,7.3002,2.5656,15/9-F-1 A
145570,3228.5,74.5806,35.083,0.1238,7.2318,2.5679,15/9-F-1 A
145571,3228.6,74.986,36.3947,0.1239,7.228,2.5712,15/9-F-1 A
145572,3228.7,75.3913,38.1347,0.124,7.2243,2.5744,15/9-F-1 A
145573,3228.8,75.7744,38.7983,0.1262,7.2833,2.5788,15/9-F-1 A
145574,3228.9,76.138,39.5541,0.1298,7.3416,2.5823,15/9-F-1 A
145575,3229.0,76.5017,40.2228,0.1344,7.3512,2.5828,15/9-F-1 A
145576,3229.1,76.9017,42.5489,0.1397,7.3137,2.5803,15/9-F-1 A
145577,3229.2,77.3398,43.6295,0.1451,7.2729,2.5759,15/9-F-1 A
145578,3229.3,77.7774,42.9559,0.1466,7.2745,2.5711,15/9-F-1 A
145579,3229.4,78.0391,42.625,0.1498,7.3121,2.5668,15/9-F-1 A
145580,3229.5,78.0771,44.018,0.1521,7.3346,2.5638,15/9-F-1 A
145581,3229.6,78.1151,46.7999,0.1576,7.3095,2.5621,15/9-F-1 A
145582,3229.7,78.1469,48.5059,0.1613,7.2507,2.5618,15/9-F-1 A
145583,3229.8,78.1693,47.3981,0.1661,7.1881,2.5624,15/9-F-1 A
145584,3229.9,78.1912,48.5955,0.1709,7.1375,2.5623,15/9-F-1 A
145585,3230.0,78.0308,52.0137,0.1744,7.0972,2.5608,15/9-F-1 A
145586,3230.1,77.5233,54.6746,0.1764,7.0565,2.5584,15/9-F-1 A
145587,3230.2,77.0158,55.7392,0.1746,7.0152,2.5566,15/9-F-1 A
145588,3230.3,76.5133,56.5116,0.1758,6.9827,2.5549,15/9-F-1 A
145589,3230.4,76.0228,55.6391,0.1797,6.9767,2.5529,15/9-F-1 A
145590,3230.5,75.5324,56.5469,0.1795,7.0059,2.5511,15/9-F-1 A
145591,3230.6,75.0144,55.2005,0.1771,7.0451,2.5498,15/9-F-1 A
145592,3230.7,74.4135,54.1858,0.1691,7.0664,2.5486,15/9-F-1 A
145593,3230.8,73.8126,52.5839,0.1629,7.0528,2.5468,15/9-F-1 A
145594,3230.9,73.2104,50.9402,0.1575,7.0128,2.5448,15/9-F-1 A
145595,3231.0,72.6035,50.4864,0.1571,6.9698,2.5446,15/9-F-1 A
145596,3231.1,71.9965,48.3934,0.1551,6.945,2.5477,15/9-F-1 A
145597,3231.2,71.3814,46.774,0.1533,6.9415,2.5533,15/9-F-1 A
145598,3231.3,70.7219,44.9764,0.1501,6.9532,2.5581,15/9-F-1 A
145599,3231.4,70.0625,45.3537,0.1439,6.9843,2.56,15/9-F-1 A
145600,3231.5,69.4157,45.9274,0.1348,7.05,2.5597,15/9-F-1 A
145601,3231.6,68.8765,43.3346,0.1241,7.1482,2.5602,15/9-F-1 A
145602,3231.7,68.3374,40.3547,0.1142,7.2549,2.5637,15/9-F-1 A
145603,3231.8,67.8201,40.8448,0.1055,7.3292,2.5697,15/9-F-1 A
145604,3231.9,67.6607,38.4583,0.0977,7.3572,2.5764,15/9-F-1 A
145605,3232.0,67.5012,34.6457,0.0908,7.3618,2.5824,15/9-F-1 A
145606,3232.1,67.3446,32.3409,0.0858,7.3795,2.5882,15/9-F-1 A
145607,3232.2,67.8424,30.0927,0.0836,7.4066,2.5942,15/9-F-1 A
145608,3232.3,68.3366,28.2979,0.0849,7.4312,2.5999,15/9-F-1 A
145609,3232.4,68.8314,26.8265,0.0926,7.4455,2.6048,15/9-F-1 A
145610,3232.5,69.5989,25.9639,0.1004,7.4527,2.6081,15/9-F-1 A
145611,3232.6,70.378,25.5836,0.1106,7.4699,2.6101,15/9-F-1 A
145612,3232.7,71.1574,26.5294,0.1196,7.4999,2.6126,15/9-F-1 A
145613,3232.8,72.079,27.2575,0.1336,7.5448,2.6158,15/9-F-1 A
145614,3232.9,73.0145,27.0044,0.1498,7.5889,2.6179,15/9-F-1 A
145615,3233.0,73.9496,27.9571,0.1659,7.5934,2.6162,15/9-F-1 A
145616,3233.1,74.7206,30.3556,0.1782,7.5279,2.6091,15/9-F-1 A
145617,3233.2,75.4656,34.9121,0.181,7.3986,2.5983,15/9-F-1 A
145618,3233.3,76.2091,38.3715,0.1798,7.2548,2.5872,15/9-F-1 A
145619,3233.4,76.3944,41.8462,0.1768,7.1424,2.5784,15/9-F-1 A
145620,3233.5,76.4532,47.3306,0.1658,7.0641,2.5716,15/9-F-1 A
145621,3233.6,76.5115,50.1076,0.1584,7.0113,2.5652,15/9-F-1 A
145622,3233.7,76.3046,51.8056,0.1531,6.9748,2.5579,15/9-F-1 A
145623,3233.8,76.0174,55.5348,0.1527,6.9682,2.5513,15/9-F-1 A
145624,3233.9,75.7297,55.5199,0.1471,6.9884,2.5479,15/9-F-1 A
145625,3234.0,75.2846,56.4415,0.1437,7.0168,2.5479,15/9-F-1 A
145626,3234.1,74.7781,56.8566,0.142,7.0306,2.55,15/9-F-1 A
145627,3234.2,74.2718,54.9417,0.1372,7.0247,2.5527,15/9-F-1 A
145628,3234.3,73.8299,53.7832,0.1337,7.018,2.5561,15/9-F-1 A
145629,3234.4,73.4197,52.5296,0.1319,7.035,2.5601,15/9-F-1 A
145630,3234.5,73.0098,51.7942,0.1312,7.0745,2.5647,15/9-F-1 A
145631,3234.6,72.7045,49.8487,0.1309,7.1167,2.5693,15/9-F-1 A
145632,3234.7,72.4624,49.6518,0.1309,7.1351,2.5734,15/9-F-1 A
145633,3234.8,72.2205,48.2594,0.1316,7.127,2.5768,15/9-F-1 A
145634,3234.9,72.0853,46.25,0.1328,7.1131,2.5789,15/9-F-1 A
145635,3235.0,72.0284,46.3289,0.1347,7.1174,2.5801,15/9-F-1 A
145636,3235.1,71.9718,44.2973,0.1371,7.1283,2.5804,15/9-F-1 A
145637,3235.2,72.0259,41.973,0.14,7.1281,2.5801,15/9-F-1 A
145638,3235.3,72.1788,43.1951,0.1404,7.1181,2.5801,15/9-F-1 A
145639,3235.4,72.3317,43.4807,0.1433,7.1269,2.5799,15/9-F-1 A
145640,3235.5,72.5512,42.6431,0.1481,7.156,2.5793,15/9-F-1 A
145641,3235.6,72.8425,42.343,0.1486,7.1733,2.5778,15/9-F-1 A
145642,3235.7,73.1337,42.2569,0.1488,7.1565,2.5753,15/9-F-1 A
145643,3235.8,73.4056,43.6815,0.1493,7.1275,2.5727,15/9-F-1 A
145644,3235.9,73.652,43.2458,0.1498,7.1139,2.5704,15/9-F-1 A
145645,3236.0,73.8984,43.6398,0.1488,7.1185,2.5685,15/9-F-1 A
145646,3236.1,74.0885,44.2402,0.1464,7.1267,2.5665,15/9-F-1 A
145647,3236.2,74.1888,44.557,0.1407,7.1232,2.5642,15/9-F-1 A
145648,3236.3,74.2892,43.8494,0.1423,7.1178,2.5623,15/9-F-1 A
145649,3236.4,74.3594,46.2095,0.1423,7.1232,2.5626,15/9-F-1 A
145650,3236.5,74.3708,47.2529,0.1431,7.1335,2.5656,15/9-F-1 A
145651,3236.6,74.3822,47.2871,0.1444,7.1376,2.5702,15/9-F-1 A
145652,3236.7,74.3628,44.9789,0.1457,7.1262,2.5737,15/9-F-1 A
145653,3236.8,74.2681,44.2498,0.1466,7.1039,2.5747,15/9-F-1 A
145654,3236.9,74.1734,44.3989,0.1465,7.085,2.5739,15/9-F-1 A
145655,3237.0,74.1131,44.7197,0.1453,7.0721,2.5721,15/9-F-1 A
145656,3237.1,74.1611,44.8844,0.1435,7.0757,2.5696,15/9-F-1 A
145657,3237.2,74.2091,43.6343,0.1423,7.1037,2.567,15/9-F-1 A
145658,3237.3,74.2378,43.49,0.1422,7.1476,2.5655,15/9-F-1 A
145659,3237.4,74.1861,42.3928,0.143,7.1788,2.5649,15/9-F-1 A
145660,3237.5,74.1344,42.4067,0.1447,7.1543,2.5641,15/9-F-1 A
145661,3237.6,74.1003,42.8291,0.1472,7.0635,2.562,15/9-F-1 A
145662,3237.7,74.1695,44.4179,0.1503,6.9374,2.559,15/9-F-1 A
145663,3237.8,74.2385,44.1997,0.1524,6.8257,2.5556,15/9-F-1 A
145664,3237.9,74.2884,43.406,0.1522,6.7686,2.5521,15/9-F-1 A
145665,3238.0,74.1593,42.7545,0.1512,6.7677,2.55,15/9-F-1 A
145666,3238.1,74.0301,43.5436,0.1515,6.7889,2.5505,15/9-F-1 A
145667,3238.2,73.8998,44.4376,0.1535,6.7935,2.5527,15/9-F-1 A
145668,3238.3,73.7471,44.8751,0.1563,6.7707,2.5546,15/9-F-1 A
145669,3238.4,73.5945,44.7383,0.1583,6.7397,2.5543,15/9-F-1 A
145670,3238.5,73.442,46.0954,0.1589,6.7271,2.5516,15/9-F-1 A
145671,3238.6,73.3837,46.2892,0.1586,6.746,2.5482,15/9-F-1 A
145672,3238.7,73.3253,45.253,0.1589,6.7921,2.5456,15/9-F-1 A
145673,3238.8,73.267,43.9781,0.1609,6.8352,2.544,15/9-F-1 A
145674,3238.9,73.2871,43.0961,0.1637,6.8535,2.5436,15/9-F-1 A
145675,3239.0,73.311,43.941,0.1662,6.8572,2.5445,15/9-F-1 A
145676,3239.1,73.3356,45.4346,0.1669,6.8683,2.5469,15/9-F-1 A
145677,3239.2,73.6324,45.7575,0.1633,6.9024,2.5496,15/9-F-1 A
145678,3239.3,73.9583,43.6189,0.1567,6.9416,2.5517,15/9-F-1 A
145679,3239.4,74.2841,42.5504,0.1504,6.9589,2.5529,15/9-F-1 A
145680,3239.5,74.5721,43.3912,0.1456,6.9584,2.554,15/9-F-1 A
145681,3239.6,74.8536,43.9831,0.1418,6.965,2.5558,15/9-F-1 A
145682,3239.7,75.1345,43.9387,0.1384,6.9938,2.5576,15/9-F-1 A
145683,3239.8,75.1941,44.6397,0.1354,7.0313,2.5578,15/9-F-1 A
145684,3239.9,75.2011,46.7269,0.136,7.051,2.5568,15/9-F-1 A
145685,3240.0,75.2076,48.5333,0.1348,7.0418,2.5563,15/9-F-1 A
145686,3240.1,75.0582,48.6771,0.132,7.0037,2.557,15/9-F-1 A
145687,3240.2,74.8594,49.2065,0.1322,6.9478,2.557,15/9-F-1 A
145688,3240.3,74.6601,47.6555,0.1309,6.8801,2.5547,15/9-F-1 A
145689,3240.4,74.2705,48.6759,0.1287,6.8157,2.55,15/9-F-1 A
145690,3240.5,73.8037,49.5905,0.1272,6.7877,2.546,15/9-F-1 A
145691,3240.6,73.3371,49.8081,0.1271,6.8206,2.5471,15/9-F-1 A
145692,3240.7,72.9306,50.4781,0.1282,6.8938,2.5517,15/9-F-1 A
145693,3240.8,72.5545,50.2443,0.1292,6.9535,2.5554,15/9-F-1 A
145694,3240.9,72.1787,50.2001,0.1294,6.9752,2.5571,15/9-F-1 A
145695,3241.0,71.8896,48.2191,0.1288,6.9684,2.5571,15/9-F-1 A
145696,3241.1,71.6547,47.4889,0.1278,6.9527,2.557,15/9-F-1 A
145697,3241.2,71.4201,45.8452,0.1272,6.9279,2.557,15/9-F-1 A
145698,3241.3,71.3016,44.207,0.1274,6.8824,2.5559,15/9-F-1 A
145699,3241.4,71.2715,41.5762,0.1309,6.8279,2.5533,15/9-F-1 A
145700,3241.5,71.2414,38.4613,0.1283,6.7942,2.551,15/9-F-1 A
145701,3241.6,71.2579,37.3106,0.1289,6.7908,2.5514,15/9-F-1 A
145702,3241.7,71.3175,35.9293,0.1298,6.8034,2.5548,15/9-F-1 A
145703,3241.8,71.377,35.7996,0.131,6.8123,2.5594,15/9-F-1 A
145704,3241.9,71.4353,36.5229,0.1318,6.8142,2.5641,15/9-F-1 A
145705,3242.0,71.4922,36.9523,0.1318,6.8026,2.5661,15/9-F-1 A
145706,3242.1,71.5492,37.3806,0.1312,6.7846,2.565,15/9-F-1 A
145707,3242.2,71.5902,37.3978,0.1309,6.7611,2.5626,15/9-F-1 A
145708,3242.3,71.6097,36.1772,0.1325,6.7417,2.5596,15/9-F-1 A
145709,3242.4,71.6293,36.9023,0.1361,6.7363,2.5573,15/9-F-1 A
145710,3242.5,71.689,36.1039,0.1409,6.7438,2.5564,15/9-F-1 A
145711,3242.6,71.8151,34.6967,0.1486,6.7567,2.5553,15/9-F-1 A
145712,3242.7,71.9413,34.5594,0.1494,6.7654,2.5527,15/9-F-1 A
145713,3242.8,72.0972,35.2087,0.152,6.7761,2.549,15/9-F-1 A
145714,3242.9,72.314,35.6591,0.153,6.7861,2.5461,15/9-F-1 A
145715,3243.0,72.5308,36.0171,0.1521,6.7906,2.5453,15/9-F-1 A
145716,3243.1,72.7507,37.1916,0.1506,6.7832,2.5457,15/9-F-1 A
145717,3243.2,72.9784,36.6907,0.15,6.7592,2.5461,15/9-F-1 A
145718,3243.3,73.2061,37.2055,0.1506,6.7275,2.5462,15/9-F-1 A
145719,3243.4,73.4124,38.668,0.1509,6.7043,2.547,15/9-F-1 A
145720,3243.5,73.5484,39.5769,0.1498,6.7051,2.5482,15/9-F-1 A
145721,3243.6,73.6845,40.9352,0.1507,6.7351,2.5489,15/9-F-1 A
145722,3243.7,73.8,42.6795,0.1455,6.7828,2.5488,15/9-F-1 A
145723,3243.8,73.825,44.4524,0.144,6.8149,2.5483,15/9-F-1 A
145724,3243.9,73.8499,43.4967,0.1428,6.7973,2.5474,15/9-F-1 A
145725,3244.0,73.8598,44.9637,0.1415,6.7525,2.5461,15/9-F-1 A
145726,3244.1,73.7756,45.4688,0.14,6.7139,2.5448,15/9-F-1 A
145727,3244.2,73.6913,45.1557,0.1382,6.6993,2.5449,15/9-F-1 A
145728,3244.3,73.6076,44.3117,0.136,6.6972,2.546,15/9-F-1 A
145729,3244.4,73.5299,44.2992,0.1342,6.6815,2.5467,15/9-F-1 A
145730,3244.5,73.4521,45.0844,0.1332,6.6602,2.5459,15/9-F-1 A
145731,3244.6,73.3736,45.5468,0.133,6.6457,2.543,15/9-F-1 A
145732,3244.7,73.275,45.5117,0.1328,6.6453,2.5392,15/9-F-1 A
145733,3244.8,73.1764,44.2815,0.132,6.6556,2.5367,15/9-F-1 A
145734,3244.9,73.077,42.6725,0.1312,6.6542,2.5362,15/9-F-1 A
145735,3245.0,73.0389,40.1655,0.1311,6.635,2.5376,15/9-F-1 A
145736,3245.1,73.0004,39.1791,0.132,6.5903,2.5382,15/9-F-1 A
145737,3245.2,72.962,38.2465,0.1332,6.5314,2.5358,15/9-F-1 A
145738,3245.3,72.9225,39.0106,0.1341,6.4869,2.531,15/9-F-1 A
145739,3245.4,72.8829,39.4673,0.135,6.4881,2.5282,15/9-F-1 A
145740,3245.5,72.8436,36.8936,0.1366,6.5529,2.5299,15/9-F-1 A
145741,3245.6,72.8714,37.1048,0.1387,6.6645,2.536,15/9-F-1 A
145742,3245.7,72.9072,36.4392,0.1435,6.7749,2.5431,15/9-F-1 A
145743,3245.8,72.9429,36.7273,0.1445,6.8532,2.5497,15/9-F-1 A
145744,3245.9,72.9311,38.3599,0.1447,6.9124,2.5551,15/9-F-1 A
145745,3246.0,72.9108,37.9276,0.1421,6.9806,2.559,15/9-F-1 A
145746,3246.1,72.8906,38.3417,0.1427,7.0443,2.5619,15/9-F-1 A
145747,3246.2,72.8796,39.1128,0.1428,7.0654,2.5641,15/9-F-1 A
145748,3246.3,72.871,38.8864,0.1417,7.0402,2.5658,15/9-F-1 A
145749,3246.4,72.8623,39.5948,0.1401,6.982,2.5655,15/9-F-1 A
145750,3246.5,72.8239,38.6476,0.1394,6.9138,2.5625,15/9-F-1 A
145751,3246.6,72.7757,38.4397,0.1403,6.8321,2.5571,15/9-F-1 A
145752,3246.7,72.7274,39.4865,0.1459,6.7248,2.5499,15/9-F-1 A
145753,3246.8,72.6757,40.0852,0.1491,6.6149,2.5432,15/9-F-1 A
145754,3246.9,72.6224,40.514,0.1481,6.5477,2.5403,15/9-F-1 A
145755,3247.0,72.5693,40.1325,0.1482,6.5572,2.5426,15/9-F-1 A
145756,3247.1,72.5577,39.4129,0.1466,6.6277,2.5472,15/9-F-1 A
145757,3247.2,72.568,40.2432,0.1455,6.6948,2.5484,15/9-F-1 A
145758,3247.3,72.5785,41.8235,0.1461,6.7208,2.545,15/9-F-1 A
145759,3247.4,72.6443,41.4539,0.1481,6.6963,2.5405,15/9-F-1 A
145760,3247.5,72.7459,42.1997,0.15,6.6568,2.5383,15/9-F-1 A
145761,3247.6,72.8477,43.6956,0.1511,6.644,2.5396,15/9-F-1 A
145762,3247.7,72.9969,43.5944,0.1517,6.6679,2.5427,15/9-F-1 A
145763,3247.8,73.1835,44.9839,0.1521,6.7088,2.5459,15/9-F-1 A
145764,3247.9,73.3701,45.1615,0.1519,6.7306,2.549,15/9-F-1 A
145765,3248.0,73.5339,45.6573,0.1512,6.7204,2.5511,15/9-F-1 A
145766,3248.1,73.6763,45.4906,0.151,6.7013,2.5518,15/9-F-1 A
145767,3248.2,73.8186,44.4093,0.1516,6.7002,2.5514,15/9-F-1 A
145768,3248.3,73.9287,45.2523,0.1521,6.7237,2.5504,15/9-F-1 A
145769,3248.4,74.0016,45.8719,0.1516,6.7525,2.5499,15/9-F-1 A
145770,3248.5,74.0744,45.5302,0.1508,6.761,2.549,15/9-F-1 A
145771,3248.6,74.1059,46.0512,0.1509,6.7496,2.5469,15/9-F-1 A
145772,3248.7,74.0798,47.0047,0.1514,6.742,2.545,15/9-F-1 A
145773,3248.8,74.0538,46.6702,0.1514,6.7593,2.545,15/9-F-1 A
145774,3248.9,74.0442,45.2927,0.1505,6.796,2.5473,15/9-F-1 A
145775,3249.0,74.063,46.4708,0.1492,6.8252,2.5491,15/9-F-1 A
145776,3249.1,74.0818,45.5054,0.1478,6.8245,2.5473,15/9-F-1 A
145777,3249.2,74.0921,45.1388,0.1465,6.8,2.543,15/9-F-1 A
145778,3249.3,74.0845,45.4411,0.1461,6.7601,2.5398,15/9-F-1 A
145779,3249.4,74.0768,43.6643,0.1465,6.7228,2.5409,15/9-F-1 A
145780,3249.5,74.0644,43.4269,0.1462,6.7207,2.5468,15/9-F-1 A
145781,3249.6,74.0395,42.3957,0.144,6.7881,2.5541,15/9-F-1 A
145782,3249.7,74.0147,41.3764,0.1401,6.9084,2.5586,15/9-F-1 A
145783,3249.8,73.9745,40.4162,0.1364,7.0254,2.5588,15/9-F-1 A
145784,3249.9,73.8812,38.1984,0.1343,7.0819,2.5565,15/9-F-1 A
145785,3250.0,73.788,39.7133,0.1335,7.0559,2.555,15/9-F-1 A
145786,3250.1,73.683,39.4651,0.1335,6.9864,2.5555,15/9-F-1 A
145787,3250.2,73.5237,39.4267,0.134,6.9163,2.5565,15/9-F-1 A
145788,3250.3,73.3644,39.1949,0.1351,6.8599,2.5565,15/9-F-1 A
145789,3250.4,73.2161,39.2332,0.1361,6.8199,2.5553,15/9-F-1 A
145790,3250.5,73.1408,39.5501,0.1365,6.819,2.5558,15/9-F-1 A
145791,3250.6,73.0656,40.1356,0.1366,6.8683,2.5601,15/9-F-1 A
145792,3250.7,72.9902,40.8329,0.1369,6.9404,2.5661,15/9-F-1 A
145793,3250.8,72.9145,40.9826,0.1376,7.0171,2.5704,15/9-F-1 A
145794,3250.9,72.8387,41.8009,0.1383,7.0947,2.5712,15/9-F-1 A
145795,3251.0,72.7643,42.1654,0.1383,7.1617,2.5693,15/9-F-1 A
145796,3251.1,72.7308,41.7579,0.1348,7.1758,2.5663,15/9-F-1 A
145797,3251.2,72.6972,42.5582,0.1345,7.1004,2.5644,15/9-F-1 A
145798,3251.3,72.6637,41.6027,0.1346,6.9612,2.5633,15/9-F-1 A
145799,3251.4,72.6272,42.3812,0.1376,6.8206,2.5611,15/9-F-1 A
145800,3251.5,72.5907,43.2577,0.1371,6.7339,2.5572,15/9-F-1 A
145801,3251.6,72.5545,42.8235,0.1364,6.7123,2.5528,15/9-F-1 A
145802,3251.7,72.635,42.2439,0.1367,6.735,2.5496,15/9-F-1 A
145803,3251.8,72.7236,42.8213,0.1384,6.7682,2.5493,15/9-F-1 A
145804,3251.9,72.8122,43.9241,0.1412,6.7924,2.551,15/9-F-1 A
145805,3252.0,72.9114,44.4442,0.1439,6.8057,2.5521,15/9-F-1 A
145806,3252.1,73.012,44.444,0.1453,6.8052,2.5513,15/9-F-1 A
145807,3252.2,73.1125,45.0845,0.1449,6.7898,2.5485,15/9-F-1 A
145808,3252.3,73.1957,44.1602,0.1435,6.7674,2.5456,15/9-F-1 A
145809,3252.4,73.2756,43.2137,0.1421,6.7643,2.544,15/9-F-1 A
145810,3252.5,73.3554,43.8551,0.1418,6.7892,2.5438,15/9-F-1 A
145811,3252.6,73.3824,45.2016,0.1422,6.8278,2.5454,15/9-F-1 A
145812,3252.7,73.3956,45.5745,0.1427,6.8566,2.5482,15/9-F-1 A
145813,3252.8,73.409,45.8708,0.1431,6.8555,2.5511,15/9-F-1 A
145814,3252.9,73.4652,48.0065,0.1437,6.8354,2.5524,15/9-F-1 A
145815,3253.0,73.5361,49.4317,0.1453,6.8247,2.5524,15/9-F-1 A
145816,3253.1,73.6071,48.8823,0.1473,6.8457,2.5528,15/9-F-1 A
145817,3253.2,73.7184,47.7497,0.1493,6.886,2.5532,15/9-F-1 A
145818,3253.3,73.8474,48.4833,0.1519,6.9181,2.5527,15/9-F-1 A
145819,3253.4,73.9764,50.1376,0.1551,6.9246,2.5501,15/9-F-1 A
145820,3253.5,74.1221,49.347,0.1581,6.8992,2.5457,15/9-F-1 A
145821,3253.6,74.2768,48.6169,0.1572,6.8565,2.5411,15/9-F-1 A
145822,3253.7,74.4312,47.7209,0.158,6.8311,2.5383,15/9-F-1 A
145823,3253.8,74.4849,45.4126,0.1579,6.8315,2.5382,15/9-F-1 A
145824,3253.9,74.4714,44.6471,0.1575,6.8282,2.54,15/9-F-1 A
145825,3254.0,74.4576,44.0135,0.1566,6.8032,2.5432,15/9-F-1 A
145826,3254.1,74.3932,40.2264,0.1575,6.7703,2.5474,15/9-F-1 A
145827,3254.2,74.2878,38.6682,0.1539,6.7497,2.5518,15/9-F-1 A
145828,3254.3,74.182,39.7153,0.1498,6.7446,2.5566,15/9-F-1 A
145829,3254.4,74.029,41.3671,0.1468,6.7403,2.5603,15/9-F-1 A
145830,3254.5,73.8295,42.0739,0.1447,6.7251,2.5625,15/9-F-1 A
145831,3254.6,73.6301,43.8541,0.143,6.7082,2.5637,15/9-F-1 A
145832,3254.7,73.4881,43.5519,0.1411,6.7161,2.5651,15/9-F-1 A
145833,3254.8,73.4145,45.0501,0.1394,6.7597,2.567,15/9-F-1 A
145834,3254.9,73.3411,45.5027,0.1388,6.8241,2.5685,15/9-F-1 A
145835,3255.0,73.288,45.1196,0.1387,6.878,2.5679,15/9-F-1 A
145836,3255.1,73.2647,44.964,0.1379,6.9307,2.5667,15/9-F-1 A
145837,3255.2,73.2414,45.0312,0.1364,6.9892,2.5663,15/9-F-1 A
145838,3255.3,73.2519,45.4373,0.1377,7.0569,2.5675,15/9-F-1 A
145839,3255.4,73.3219,45.0631,0.1332,7.112,2.5701,15/9-F-1 A
145840,3255.5,73.392,44.1807,0.133,7.1451,2.5725,15/9-F-1 A
145841,3255.6,73.4686,44.1458,0.134,7.1567,2.5734,15/9-F-1 A
145842,3255.7,73.5593,43.5773,0.1359,7.1592,2.5726,15/9-F-1 A
145843,3255.8,73.6501,44.3128,0.138,7.1566,2.5709,15/9-F-1 A
145844,3255.9,73.7262,44.8598,0.1395,7.1488,2.5692,15/9-F-1 A
145845,3256.0,73.7616,45.0618,0.1406,7.1221,2.5669,15/9-F-1 A
145846,3256.1,73.7969,44.1172,0.1416,7.0753,2.5643,15/9-F-1 A
145847,3256.2,73.8368,44.0329,0.1425,7.0133,2.5629,15/9-F-1 A
145848,3256.3,73.8932,45.2421,0.144,6.9725,2.5628,15/9-F-1 A
145849,3256.4,73.9495,45.7384,0.1459,6.971,2.5633,15/9-F-1 A
145850,3256.5,73.9955,45.7999,0.1483,7.0043,2.5643,15/9-F-1 A
145851,3256.6,73.9906,46.3402,0.15,7.065,2.5655,15/9-F-1 A
145852,3256.7,73.9856,44.6051,0.1502,7.1383,2.5663,15/9-F-1 A
145853,3256.8,73.9775,43.8494,0.149,7.211,2.566,15/9-F-1 A
145854,3256.9,73.9461,46.3872,0.1476,7.2526,2.5656,15/9-F-1 A
145855,3257.0,73.9147,47.0183,0.147,7.2316,2.5668,15/9-F-1 A
145856,3257.1,73.8803,45.7631,0.1474,7.162,2.5697,15/9-F-1 A
145857,3257.2,73.8079,44.7955,0.148,7.0938,2.5724,15/9-F-1 A
145858,3257.3,73.7355,43.8796,0.1488,7.0795,2.5739,15/9-F-1 A
145859,3257.4,73.6621,45.2219,0.1489,7.1208,2.5744,15/9-F-1 A
145860,3257.5,73.5513,45.0231,0.1485,7.1637,2.5734,15/9-F-1 A
145861,3257.6,73.4406,43.5456,0.148,7.1633,2.5708,15/9-F-1 A
145862,3257.7,73.3299,42.9201,0.1479,7.11,2.5674,15/9-F-1 A
145863,3257.8,73.2203,43.8778,0.1482,7.0271,2.5648,15/9-F-1 A
145864,3257.9,73.1107,41.4345,0.1483,6.9515,2.5642,15/9-F-1 A
145865,3258.0,73.0009,40.528,0.1485,6.9202,2.5655,15/9-F-1 A
145866,3258.1,72.7607,40.3278,0.1487,6.953,2.5676,15/9-F-1 A
145867,3258.2,72.5103,40.5056,0.1485,7.0406,2.5699,15/9-F-1 A
145868,3258.3,72.26,40.0778,0.1474,7.1488,2.5719,15/9-F-1 A
145869,3258.4,72.0352,38.7909,0.1456,7.232,2.5728,15/9-F-1 A
145870,3258.5,71.8139,38.3265,0.1446,7.2615,2.572,15/9-F-1 A
145871,3258.6,71.5928,38.2156,0.1445,7.2411,2.5712,15/9-F-1 A
145872,3258.7,71.4182,38.6008,0.1445,7.1969,2.5714,15/9-F-1 A
